Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
3796,7.10,0.59,0.02,2.30,0.08,24.00,94.00,1.00,3.55,0.53,9.70,6,Red Wine
4171,7.60,0.43,0.29,2.10,0.07,19.00,66.00,1.00,3.40,0.64,9.50,5,Red Wine
3293,6.60,0.25,0.34,3.00,0.05,22.00,141.00,0.99,3.26,0.47,10.40,6,White Wine
1064,7.60,0.26,0.32,1.30,0.05,23.00,76.00,0.99,2.96,0.46,12.00,6,White Wine
5120,5.90,0.32,0.39,3.30,0.11,24.00,140.00,0.99,3.09,0.45,9.20,6,White Wine
212,6.80,0.21,0.31,2.90,0.05,40.00,121.00,0.99,3.07,0.65,10.90,7,White Wine
1133,8.10,0.20,0.30,1.30,0.04,7.00,49.00,0.99,2.99,0.73,10.30,5,White Wine
5285,6.40,0.28,0.45,8.60,0.06,47.00,223.00,1.00,3.16,0.51,9.10,5,White Wine
4199,5.30,0.36,0.27,6.30,0.03,40.00,132.00,0.99,3.37,0.40,11.60,6,White Wine
580,7.00,0.21,0.22,5.10,0.05,38.00,168.00,0.99,3.34,0.49,10.40,6,White Wine
494,7.00,0.45,0.34,2.70,0.08,16.00,72.00,1.00,3.55,0.60,9.50,5,Red Wine
887,7.10,0.18,0.26,1.30,0.04,20.00,71.00,0.99,3.04,0.74,9.90,6,White Wine
4069,6.80,0.21,0.27,18.15,0.04,41.00,146.00,1.00,3.30,0.36,8.70,5,White Wine
4080,7.00,0.24,0.25,1.70,0.04,48.00,189.00,0.99,3.25,0.42,11.40,6,White Wine
5252,6.10,0.18,0.38,2.30,0.03,28.00,111.00,0.99,3.16,0.49,12.40,6,White Wine
2596,8.70,0.78,0.51,1.70,0.41,12.00,66.00,1.00,3.00,1.17,9.20,5,Red Wine
4432,8.40,0.27,0.30,2.20,0.04,36.00,129.00,0.99,2.89,0.30,11.47,6,White Wine
2514,6.20,0.43,0.22,1.80,0.08,21.00,56.00,1.00,3.52,0.60,9.50,6,Red Wine
734,6.20,0.36,0.26,13.20,0.05,54.00,201.00,1.00,3.25,0.46,9.00,5,White Wine
1518,7.00,0.30,0.28,2.20,0.04,21.00,177.00,0.99,3.20,0.57,11.40,5,White Wine
6064,7.80,0.88,0.00,2.60,0.10,25.00,67.00,1.00,3.20,0.68,9.80,5,Red Wine
5760,7.10,0.37,0.30,6.20,0.04,49.00,139.00,0.99,3.17,0.27,13.60,6,White Wine
5681,7.50,0.27,0.31,17.70,0.05,33.00,173.00,1.00,3.09,0.64,10.20,5,White Wine
3257,6.90,0.12,0.35,5.40,0.05,36.00,108.00,0.99,3.32,0.42,10.20,6,White Wine
4361,5.40,0.15,0.32,2.50,0.04,10.00,51.00,0.99,3.04,0.58,12.60,6,White Wine
6194,6.30,0.37,0.37,1.50,0.02,12.00,76.00,0.99,2.94,0.39,12.30,6,White Wine
2785,5.10,0.33,0.27,6.70,0.02,44.00,129.00,0.99,3.36,0.39,11.00,7,White Wine
1200,6.90,0.17,0.25,1.60,0.05,34.00,132.00,0.99,3.16,0.48,11.40,5,White Wine
4620,5.70,0.41,0.21,1.90,0.05,30.00,112.00,0.99,3.29,0.55,11.20,6,White Wine
3782,6.10,0.34,0.25,1.80,0.08,4.00,28.00,0.99,3.36,0.44,10.10,5,Red Wine
6052,5.70,0.22,0.20,16.00,0.04,41.00,113.00,1.00,3.22,0.46,8.90,6,White Wine
5219,6.20,0.30,0.49,11.20,0.06,68.00,215.00,1.00,3.19,0.60,9.40,6,White Wine
4454,7.20,0.14,0.32,1.10,0.02,48.00,116.00,0.99,3.04,0.67,10.00,6,White Wine
5156,7.20,0.63,0.00,1.90,0.10,14.00,38.00,1.00,3.37,0.58,9.00,6,Red Wine
5746,6.10,0.29,0.27,1.70,0.02,13.00,76.00,0.99,3.21,0.51,12.60,7,White Wine
3494,7.30,0.32,0.48,13.30,0.06,57.00,196.00,1.00,3.04,0.50,9.20,5,White Wine
35,7.80,0.21,0.39,1.80,0.03,62.00,180.00,0.99,3.09,0.75,12.60,8,White Wine
4878,6.60,0.15,0.32,6.00,0.03,59.00,128.00,0.99,3.19,0.71,12.10,8,White Wine
6173,7.00,0.20,0.37,2.00,0.03,26.00,136.00,0.99,3.28,0.61,10.20,6,White Wine
60,6.30,0.28,0.30,3.10,0.04,24.00,115.00,0.99,3.05,0.43,8.60,5,White Wine
5112,6.70,0.26,0.26,4.00,0.08,35.50,216.00,1.00,3.31,0.68,9.50,5,White Wine
4251,7.50,0.18,0.45,4.60,0.04,67.00,158.00,0.99,3.01,0.38,10.60,6,White Wine
1057,9.00,0.69,0.00,2.40,0.09,19.00,38.00,1.00,3.35,0.60,9.30,5,Red Wine
4531,7.00,0.24,0.30,6.70,0.04,37.00,125.00,0.99,3.20,0.39,9.90,5,White Wine
1435,6.50,0.24,0.32,7.60,0.04,48.00,203.00,1.00,3.45,0.54,9.70,7,White Wine
3300,7.80,0.30,0.36,4.60,0.02,20.00,198.00,0.99,3.06,0.66,11.90,6,White Wine
56,6.50,0.28,0.34,3.60,0.04,29.00,121.00,0.99,3.28,0.48,12.10,7,White Wine
6421,5.70,0.15,0.28,3.70,0.04,57.00,151.00,0.99,3.22,0.27,11.20,6,White Wine
4775,6.70,0.31,0.30,2.40,0.04,30.00,83.00,0.99,3.09,0.36,12.80,7,White Wine
3818,7.50,0.57,0.02,2.60,0.08,11.00,35.00,1.00,3.36,0.62,10.80,6,Red Wine
2289,5.60,0.23,0.24,9.80,0.05,59.00,140.00,1.00,3.17,0.39,10.20,6,White Wine
2973,7.30,0.23,0.24,0.90,0.03,29.00,86.00,0.99,2.90,0.38,12.20,6,White Wine
957,6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5,Red Wine
1594,8.00,0.77,0.32,2.10,0.08,16.00,74.00,1.00,3.27,0.50,9.80,6,Red Wine
5912,5.30,0.30,0.16,4.20,0.03,37.00,100.00,0.99,3.30,0.36,11.80,8,White Wine
4210,6.10,0.32,0.25,1.70,0.03,37.00,136.00,0.99,3.47,0.50,10.80,7,White Wine
3344,6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7,White Wine
3940,10.30,0.53,0.48,2.50,0.06,6.00,25.00,1.00,3.12,0.59,9.30,6,Red Wine
6114,7.80,0.73,0.08,2.40,0.09,10.00,41.00,1.00,3.24,0.71,9.80,6,Red Wine
2061,6.80,0.24,0.49,19.30,0.06,55.00,247.00,1.00,3.00,0.56,8.70,5,White Wine
769,6.30,0.22,0.30,2.00,0.05,23.00,120.00,0.99,3.24,0.47,10.40,6,White Wine
3835,6.60,0.26,0.36,1.20,0.04,43.00,126.00,0.99,3.01,0.63,11.40,6,White Wine
4354,5.40,0.26,0.33,1.20,0.05,29.00,122.00,0.99,3.37,0.66,11.30,6,White Wine
1858,6.70,0.33,0.36,6.60,0.04,34.00,116.00,0.99,2.97,0.31,12.20,8,White Wine
2548,6.70,0.22,0.37,1.60,0.03,24.00,102.00,0.99,3.29,0.59,11.60,7,White Wine
3834,7.60,0.28,0.49,20.15,0.06,30.00,145.00,1.00,3.01,0.44,8.50,5,White Wine
5580,9.50,0.73,0.10,2.10,0.08,6.00,31.00,1.00,3.23,0.56,10.10,6,Red Wine
3742,7.70,0.83,0.00,2.60,0.08,6.00,14.00,1.00,3.30,0.52,9.30,5,Red Wine
1575,9.00,0.44,0.49,2.40,0.08,26.00,121.00,1.00,3.23,0.58,9.20,5,Red Wine
5709,6.40,0.14,0.31,1.20,0.03,53.00,138.00,0.99,3.38,0.35,11.50,7,White Wine
2993,6.00,0.30,0.33,2.10,0.04,31.00,127.00,0.99,3.32,0.42,12.50,6,White Wine
1306,6.70,0.54,0.13,2.00,0.08,15.00,36.00,1.00,3.61,0.64,9.80,5,Red Wine
4467,6.90,0.19,0.33,1.60,0.04,63.00,149.00,0.99,3.44,0.52,10.80,5,White Wine
1164,6.50,0.20,0.50,18.10,0.05,50.00,221.00,1.00,2.94,0.64,8.80,6,White Wine
3313,7.10,0.21,0.28,2.70,0.03,23.00,111.00,0.99,3.35,0.64,10.20,4,White Wine
960,7.40,0.38,0.34,8.30,0.05,44.00,168.00,1.00,3.11,0.52,9.20,5,White Wine
2305,10.60,0.34,0.49,3.20,0.08,20.00,78.00,1.00,3.19,0.70,10.00,6,Red Wine
3492,7.30,0.22,0.31,2.30,0.02,45.00,80.00,0.99,3.06,0.34,12.90,7,White Wine
3946,7.60,0.15,0.35,4.30,0.05,23.00,98.00,0.99,3.10,0.44,9.50,6,White Wine
1534,7.40,0.17,0.40,5.50,0.04,34.00,161.00,0.99,3.05,0.62,11.50,4,White Wine
2746,7.40,0.55,0.19,1.80,0.08,15.00,34.00,1.00,3.49,0.68,10.50,5,Red Wine
2780,6.20,0.23,0.23,1.20,0.02,18.00,128.00,0.99,3.05,0.28,10.60,5,White Wine
5185,7.20,0.23,0.32,8.50,0.06,47.00,186.00,1.00,3.19,0.40,9.90,6,White Wine
1229,9.40,0.34,0.37,2.20,0.07,5.00,13.00,1.00,3.22,0.62,9.20,5,Red Wine
6483,5.40,0.42,0.27,2.00,0.09,23.00,55.00,0.99,3.78,0.64,12.30,7,Red Wine
4516,10.20,0.23,0.37,2.20,0.06,14.00,36.00,1.00,3.23,0.49,9.30,4,Red Wine
1333,6.90,0.19,0.35,1.70,0.04,33.00,101.00,0.99,3.21,0.54,10.80,7,White Wine
4745,6.80,0.14,0.18,1.40,0.05,30.00,90.00,0.99,3.27,0.54,11.20,6,White Wine
3599,6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5,Red Wine
1181,13.20,0.46,0.52,2.20,0.07,12.00,35.00,1.00,3.10,0.56,9.00,6,Red Wine
4789,7.10,0.26,0.29,12.40,0.04,62.00,240.00,1.00,3.04,0.42,9.20,6,White Wine
3004,6.50,0.17,0.31,1.50,0.04,34.00,121.00,0.99,3.06,0.46,10.50,6,White Wine
4650,11.60,0.41,0.54,1.50,0.10,22.00,41.00,1.00,3.02,0.76,9.90,7,Red Wine
2845,8.00,0.58,0.28,3.20,0.07,21.00,114.00,1.00,3.22,0.54,9.40,6,Red Wine
2083,6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7,White Wine
3347,8.60,0.23,0.46,1.00,0.05,9.00,72.00,0.99,2.95,0.49,9.10,6,White Wine
3984,5.90,0.15,0.31,5.80,0.04,53.00,155.00,0.99,3.52,0.46,10.50,6,White Wine
3607,6.30,0.19,0.21,1.80,0.05,35.00,163.00,0.99,3.31,0.50,10.30,6,White Wine
4451,6.90,0.21,0.62,6.30,0.04,7.00,109.00,0.99,2.96,0.59,10.20,6,White Wine
5816,8.60,0.27,0.36,1.20,0.03,15.00,80.00,0.99,2.95,0.36,11.40,7,White Wine
1730,6.40,0.28,0.44,7.10,0.05,49.00,179.00,1.00,3.15,0.48,9.20,5,White Wine
4177,6.80,0.44,0.20,16.00,0.07,61.00,186.00,1.00,3.13,0.45,8.60,5,White Wine
2988,6.10,0.17,0.29,1.10,0.04,32.00,92.00,0.99,3.26,0.57,11.20,6,White Wine
2086,6.40,0.31,0.09,1.40,0.07,15.00,28.00,0.99,3.42,0.70,10.00,7,Red Wine
4645,6.40,0.31,0.50,5.80,0.04,42.00,111.00,0.99,3.18,0.53,11.90,7,White Wine
362,7.10,0.23,0.23,3.50,0.04,23.00,112.00,0.99,3.05,0.37,11.37,6,White Wine
4648,8.10,0.72,0.09,2.80,0.08,18.00,49.00,1.00,3.43,0.72,11.10,6,Red Wine
1903,6.90,0.30,0.30,10.55,0.04,4.00,28.00,0.99,3.07,0.32,12.70,6,White Wine
3867,7.00,0.51,0.09,2.10,0.06,4.00,9.00,1.00,3.35,0.54,10.50,5,Red Wine
5764,7.50,0.28,0.41,1.30,0.04,11.00,126.00,0.99,3.28,0.45,10.30,5,White Wine
1459,9.60,0.77,0.12,2.90,0.08,30.00,74.00,1.00,3.30,0.64,10.40,6,Red Wine
2454,6.30,0.23,0.50,10.40,0.04,61.00,132.00,1.00,2.86,0.46,9.10,6,White Wine
2725,4.70,0.67,0.09,1.00,0.02,5.00,9.00,0.99,3.30,0.34,13.60,5,White Wine
542,11.60,0.58,0.66,2.20,0.07,10.00,47.00,1.00,3.25,0.57,9.00,3,Red Wine
5720,7.20,0.32,0.36,2.00,0.03,37.00,114.00,0.99,3.10,0.71,12.30,7,White Wine
239,8.00,0.20,0.40,5.20,0.06,41.00,167.00,1.00,3.18,0.40,10.60,7,White Wine
6031,7.30,0.69,0.32,2.20,0.07,35.00,104.00,1.00,3.33,0.51,9.50,5,Red Wine
6119,6.50,0.29,0.52,7.90,0.05,35.00,192.00,1.00,3.16,0.51,9.50,6,White Wine
5944,5.80,0.32,0.20,2.60,0.03,17.00,123.00,0.99,3.36,0.78,13.90,7,White Wine
6117,6.60,0.32,0.36,8.00,0.05,57.00,168.00,0.99,3.15,0.46,9.60,5,White Wine
4256,8.80,0.41,0.64,2.20,0.09,9.00,42.00,1.00,3.54,0.66,10.50,5,Red Wine
3436,7.00,0.65,0.02,2.10,0.07,8.00,25.00,1.00,3.47,0.67,9.50,6,Red Wine
5502,5.70,0.40,0.35,5.10,0.03,17.00,113.00,0.99,3.18,0.67,12.40,6,White Wine
367,9.30,0.36,0.39,1.50,0.08,41.00,55.00,1.00,3.47,0.73,10.90,6,Red Wine
2020,6.10,0.33,0.32,7.80,0.05,52.00,183.00,1.00,3.39,0.65,9.50,5,White Wine
6122,6.90,0.28,0.37,9.10,0.04,16.00,76.00,0.99,3.05,0.54,11.10,5,White Wine
4112,8.30,0.41,0.51,2.00,0.05,11.00,207.00,0.99,3.02,0.55,11.40,5,White Wine
5044,5.40,0.74,0.00,1.20,0.04,16.00,46.00,0.99,4.01,0.59,12.50,6,Red Wine
6362,6.60,0.19,0.25,1.20,0.05,34.00,181.00,0.99,3.30,0.42,9.40,7,White Wine
4072,5.60,0.17,0.29,0.80,0.04,20.00,67.00,0.99,3.28,0.48,9.90,6,White Wine
2256,6.40,0.24,0.26,8.20,0.05,47.00,182.00,1.00,3.12,0.50,9.50,5,White Wine
814,7.20,0.47,0.16,5.90,0.05,14.00,125.00,0.99,3.09,0.49,9.80,5,White Wine
2654,15.00,0.21,0.44,2.20,0.07,10.00,24.00,1.00,3.07,0.84,9.20,7,Red Wine
1876,6.10,0.27,0.32,6.20,0.05,47.00,161.00,0.99,3.22,0.60,11.00,6,White Wine
3863,6.30,0.33,0.27,1.20,0.05,34.00,175.00,0.99,3.37,0.54,9.40,6,White Wine
3727,7.00,0.53,0.02,1.00,0.04,39.00,107.00,0.99,3.20,0.32,9.00,5,White Wine
4268,6.80,0.79,0.00,2.40,0.10,14.00,30.00,1.00,3.52,0.55,10.70,6,Red Wine
5239,6.80,0.56,0.22,1.80,0.07,15.00,24.00,0.99,3.40,0.82,11.20,6,Red Wine
1591,8.00,0.18,0.37,0.90,0.05,36.00,109.00,0.99,2.89,0.44,12.70,6,Red Wine
5474,10.40,0.64,0.24,2.80,0.10,29.00,53.00,1.00,3.24,0.67,9.90,5,Red Wine
3483,7.30,0.44,0.20,1.60,0.05,24.00,64.00,0.99,3.38,0.57,11.70,6,Red Wine
6445,7.30,0.38,0.21,2.00,0.08,7.00,35.00,1.00,3.33,0.47,9.50,5,Red Wine
5457,6.40,0.22,0.31,13.90,0.04,57.00,135.00,1.00,3.21,0.38,10.70,5,White Wine
432,8.40,0.17,0.31,6.70,0.04,29.00,132.00,0.99,3.10,0.32,10.60,7,White Wine
2007,6.10,0.27,0.43,7.50,0.05,65.00,243.00,1.00,3.12,0.47,9.00,5,White Wine
2910,9.00,0.43,0.34,2.50,0.08,26.00,86.00,1.00,3.38,0.62,9.50,6,Red Wine
377,7.00,0.22,0.28,1.50,0.04,29.00,115.00,0.99,3.11,0.55,10.50,6,White Wine
4327,6.00,0.28,0.49,6.80,0.05,61.00,222.00,1.00,3.19,0.47,9.30,5,White Wine
4833,6.00,0.17,0.33,6.00,0.04,30.00,111.00,0.99,3.32,0.58,10.15,7,White Wine
881,6.10,0.37,0.46,12.00,0.04,61.00,210.00,1.00,3.17,0.59,9.70,6,White Wine
5090,6.20,0.25,0.44,15.80,0.06,39.00,167.00,1.00,3.14,0.51,9.20,5,White Wine
1820,6.20,0.19,0.38,5.10,0.02,22.00,82.00,0.99,3.05,0.36,12.50,6,White Wine
2116,5.10,0.39,0.21,1.70,0.03,15.00,72.00,0.99,3.50,0.45,12.50,6,White Wine
2504,6.80,0.30,0.33,12.80,0.04,60.00,168.00,1.00,3.10,0.56,9.80,5,White Wine
5884,7.60,0.31,0.52,13.20,0.04,61.00,148.00,1.00,2.98,0.47,9.10,6,White Wine
370,7.20,0.34,0.30,8.40,0.05,40.00,167.00,1.00,3.48,0.62,9.70,5,White Wine
5701,7.40,0.33,0.26,15.60,0.05,67.00,210.00,1.00,3.06,0.68,9.50,5,White Wine
6081,7.20,0.55,0.09,1.50,0.11,16.00,151.00,0.99,3.07,0.57,9.20,4,White Wine
1635,7.40,0.45,0.32,7.10,0.04,17.00,117.00,1.00,3.32,0.41,10.40,4,White Wine
2119,7.90,0.18,0.36,5.90,0.06,31.00,132.00,0.99,3.25,0.52,10.90,6,White Wine
2561,9.40,0.28,0.30,1.60,0.04,36.00,139.00,1.00,3.11,0.49,9.30,5,White Wine
129,7.90,0.25,0.34,11.40,0.04,53.00,202.00,1.00,3.11,0.57,9.60,6,White Wine
4295,6.60,0.34,0.20,1.00,0.05,26.00,112.00,0.99,3.32,0.55,9.10,5,White Wine
3737,7.50,0.38,0.57,2.30,0.11,5.00,12.00,1.00,3.36,0.55,11.40,6,Red Wine
2637,7.20,0.34,0.44,4.20,0.05,51.00,144.00,0.99,3.01,0.76,12.30,6,White Wine
3250,6.60,0.52,0.04,2.20,0.07,8.00,15.00,1.00,3.40,0.63,9.40,6,Red Wine
4192,6.60,0.33,0.31,1.30,0.02,29.00,89.00,0.99,3.26,0.44,12.40,8,White Wine
1579,6.50,0.22,0.19,1.10,0.06,36.00,191.00,0.99,3.05,0.50,9.50,6,White Wine
3859,6.70,0.30,0.49,4.80,0.03,36.00,158.00,0.99,3.12,0.45,9.90,6,White Wine
1325,7.20,0.83,0.00,2.00,0.17,4.00,11.00,1.00,3.39,0.52,10.00,5,Red Wine
4208,6.40,0.15,0.36,1.80,0.03,43.00,150.00,0.99,3.42,0.69,11.00,8,White Wine
4985,5.60,0.66,0.00,2.20,0.09,3.00,11.00,0.99,3.71,0.63,12.80,7,Red Wine
6355,9.10,0.50,0.30,1.90,0.07,8.00,17.00,1.00,3.32,0.71,10.50,6,Red Wine
372,8.80,0.34,0.33,9.70,0.04,46.00,172.00,1.00,3.08,0.40,10.20,5,White Wine
3168,6.90,0.19,0.35,13.50,0.04,49.00,118.00,1.00,3.00,0.63,10.70,6,White Wine
1506,7.70,0.69,0.49,1.80,0.12,20.00,112.00,1.00,3.21,0.71,9.30,5,Red Wine
4971,7.10,0.44,0.27,8.40,0.06,60.00,160.00,0.99,3.16,0.36,11.80,6,White Wine
4437,7.50,0.21,0.32,4.80,0.06,39.00,113.00,0.99,3.11,0.52,10.20,7,White Wine
6424,6.20,0.24,0.22,7.90,0.05,45.00,149.00,1.00,3.23,0.52,9.30,5,White Wine
1026,6.90,0.44,0.42,8.50,0.05,10.00,147.00,1.00,3.32,0.46,9.50,6,White Wine
3527,7.40,0.24,0.36,2.00,0.03,27.00,139.00,0.99,3.28,0.48,12.50,9,White Wine
5228,6.50,0.25,0.45,7.80,0.05,52.00,188.00,1.00,3.20,0.53,9.10,5,White Wine
374,7.20,0.20,0.61,16.20,0.04,14.00,103.00,1.00,3.06,0.36,9.20,6,White Wine
4959,7.50,0.26,0.30,4.60,0.03,29.00,92.00,0.99,3.15,0.38,12.00,7,White Wine
4161,8.00,1.18,0.21,1.90,0.08,14.00,41.00,1.00,3.34,0.47,10.50,5,Red Wine
2512,6.50,0.29,0.25,2.50,0.14,8.00,111.00,0.99,3.00,0.44,9.90,4,White Wine
4306,5.90,0.26,0.40,1.30,0.05,12.00,139.00,0.99,3.45,0.53,10.40,5,White Wine
3470,8.10,0.24,0.26,11.00,0.04,41.00,211.00,1.00,3.11,0.49,10.00,6,White Wine
5231,11.60,0.32,0.55,2.80,0.08,35.00,67.00,1.00,3.32,0.92,10.80,7,Red Wine
5999,6.60,0.34,0.24,3.30,0.03,29.00,99.00,0.99,3.10,0.40,12.30,7,White Wine
6341,8.30,0.21,0.40,1.60,0.03,35.00,110.00,0.99,3.02,0.60,12.90,7,White Wine
801,6.70,0.26,0.51,8.00,0.06,50.00,194.00,1.00,3.13,0.50,9.60,5,White Wine
5250,6.80,0.63,0.04,1.30,0.06,25.00,133.00,0.99,3.17,0.39,10.20,4,White Wine
4635,7.60,0.21,0.35,1.20,0.04,7.00,106.00,0.99,3.06,0.45,11.30,4,White Wine
2792,7.40,0.50,0.47,2.00,0.09,21.00,73.00,1.00,3.36,0.57,9.10,5,Red Wine
4471,6.20,0.25,0.42,8.00,0.05,53.00,206.00,1.00,3.16,0.47,9.10,6,White Wine
3983,7.40,0.25,0.28,7.25,0.03,14.00,78.00,0.99,2.94,0.37,11.50,7,White Wine
4935,6.60,0.34,0.40,8.10,0.05,68.00,170.00,0.99,3.15,0.50,9.55,6,White Wine
2028,7.90,0.27,0.27,1.70,0.03,25.00,122.00,0.99,2.97,0.51,11.90,6,White Wine
4280,12.20,0.48,0.54,2.60,0.09,19.00,64.00,1.00,3.10,0.61,10.50,6,Red Wine
319,7.90,0.30,0.27,8.50,0.04,20.00,112.00,0.99,2.96,0.46,11.70,6,White Wine
1466,6.40,0.10,0.29,1.10,0.04,44.00,140.00,0.99,3.17,0.55,10.70,7,White Wine
5939,6.60,0.30,0.24,1.20,0.03,17.00,121.00,0.99,3.13,0.36,9.20,5,White Wine
3178,7.70,0.96,0.20,2.00,0.05,15.00,60.00,1.00,3.36,0.44,10.90,5,Red Wine
2515,8.80,0.48,0.41,3.30,0.09,26.00,52.00,1.00,3.31,0.53,10.50,6,Red Wine
2093,7.10,0.47,0.24,6.00,0.04,11.00,77.00,1.00,3.21,0.56,9.70,5,White Wine
5088,7.80,0.32,0.33,2.40,0.04,18.00,101.00,0.99,3.21,0.65,11.70,7,White Wine
1598,8.30,0.53,0.00,1.40,0.07,6.00,14.00,1.00,3.25,0.64,10.00,6,Red Wine
3094,6.00,0.25,0.40,5.70,0.05,56.00,152.00,0.99,3.16,0.88,10.50,6,White Wine
3721,6.20,0.16,0.54,1.40,0.13,37.00,110.00,0.99,3.23,0.37,8.90,6,White Wine
1356,6.80,0.70,0.25,3.20,0.05,10.00,57.00,1.00,3.36,0.52,9.50,4,White Wine
5693,7.20,0.57,0.06,1.60,0.08,9.00,27.00,1.00,3.36,0.70,9.60,6,Red Wine
2218,6.60,0.22,0.36,5.50,0.03,30.00,105.00,0.99,3.20,0.47,11.80,6,White Wine
759,6.70,0.31,0.30,2.10,0.04,18.00,130.00,0.99,3.36,0.63,10.60,6,White Wine
3387,10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6,Red Wine
1340,7.10,0.43,0.17,1.80,0.08,27.00,51.00,1.00,3.49,0.64,10.40,5,Red Wine
5785,5.60,0.15,0.31,5.30,0.04,8.00,79.00,0.99,3.30,0.39,10.50,6,White Wine
5262,7.50,0.18,0.39,1.90,0.05,23.00,91.00,0.99,3.27,0.45,10.30,6,White Wine
877,6.50,0.25,0.20,1.40,0.02,29.00,101.00,0.99,3.24,0.54,10.80,6,White Wine
4277,8.80,0.41,0.64,2.20,0.09,9.00,42.00,1.00,3.54,0.66,10.50,5,Red Wine
81,7.00,0.15,0.34,1.40,0.04,21.00,177.00,0.99,3.32,0.62,10.80,5,White Wine
3613,8.30,0.68,0.26,2.10,0.08,11.00,43.00,1.00,3.31,0.53,9.20,4,Red Wine
2246,7.30,0.39,0.31,2.40,0.07,9.00,46.00,1.00,3.41,0.54,9.40,6,Red Wine
4124,7.40,0.52,0.13,2.40,0.08,34.00,61.00,1.00,3.43,0.59,10.80,6,Red Wine
4580,10.80,0.40,0.41,2.20,0.08,7.00,17.00,1.00,3.08,0.67,9.30,6,Red Wine
4023,5.80,0.19,0.49,4.90,0.04,44.00,118.00,0.99,3.34,0.38,9.50,7,White Wine
4594,6.60,0.57,0.02,2.10,0.12,6.00,16.00,1.00,3.38,0.69,9.50,5,Red Wine
4274,6.10,0.27,0.31,1.50,0.04,17.00,83.00,0.99,3.32,0.44,11.10,7,White Wine
3670,5.80,0.17,0.36,1.30,0.04,11.00,70.00,0.99,3.43,0.68,10.40,7,White Wine
6325,6.20,0.30,0.20,6.60,0.04,42.00,170.00,0.99,3.36,0.45,10.40,6,White Wine
1802,7.30,0.24,0.30,2.50,0.04,31.00,104.00,0.99,3.05,0.56,11.30,7,White Wine
3627,7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5,White Wine
3003,7.00,0.29,0.49,3.80,0.05,37.00,136.00,0.99,2.95,0.40,9.40,6,White Wine
5947,6.90,0.29,0.32,5.80,0.04,16.00,112.00,0.99,3.04,0.58,11.20,5,White Wine
1166,6.90,0.30,0.21,15.70,0.06,49.00,159.00,1.00,3.11,0.48,9.00,5,White Wine
2035,10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6,Red Wine
5552,7.60,0.48,0.31,9.40,0.05,6.00,194.00,1.00,3.07,0.61,9.40,5,White Wine
4728,7.00,0.21,0.34,8.50,0.03,31.00,253.00,1.00,3.22,0.56,10.50,6,White Wine
5501,7.20,0.48,0.07,5.50,0.09,10.00,18.00,1.00,3.37,0.68,11.20,7,Red Wine
1080,6.40,0.24,0.32,0.95,0.04,23.00,131.00,0.99,3.25,0.35,11.80,5,White Wine
2191,8.10,0.29,0.36,2.20,0.05,35.00,53.00,0.99,3.27,1.01,12.40,7,Red Wine
631,6.60,0.24,0.27,1.40,0.06,33.00,152.00,0.99,3.22,0.56,9.50,6,White Wine
3049,6.80,0.23,0.40,1.60,0.05,5.00,133.00,0.99,3.23,0.70,11.40,6,White Wine
2356,11.40,0.26,0.44,3.60,0.07,6.00,19.00,1.00,3.12,0.82,9.30,6,Red Wine
3159,5.60,0.19,0.27,0.90,0.04,52.00,103.00,0.99,3.50,0.39,11.20,5,White Wine
6094,6.50,0.22,0.32,2.20,0.03,36.00,92.00,0.99,3.27,0.59,11.90,7,White Wine
2978,6.60,0.27,0.32,1.30,0.04,18.00,93.00,0.99,3.11,0.56,12.25,5,White Wine
6195,7.50,0.21,0.34,1.20,0.06,26.00,111.00,0.99,3.51,0.47,10.70,6,White Wine
5312,7.70,0.25,0.30,7.80,0.04,67.00,196.00,1.00,3.10,0.50,10.10,5,White Wine
3963,6.90,0.32,0.15,8.10,0.05,51.00,180.00,1.00,3.13,0.45,8.90,5,White Wine
2202,6.40,0.28,0.56,1.70,0.16,49.00,106.00,0.99,3.10,0.37,9.20,6,White Wine
1492,6.80,0.18,0.35,5.40,0.05,53.00,143.00,0.99,3.10,0.54,11.00,7,White Wine
1988,7.10,0.18,0.49,1.30,0.03,12.00,72.00,0.99,3.05,0.53,11.30,7,White Wine
2360,7.30,0.34,0.30,1.30,0.06,25.00,173.00,0.99,3.26,0.51,9.10,6,White Wine
2208,9.30,0.48,0.29,2.10,0.13,6.00,16.00,1.00,3.22,0.72,11.20,5,Red Wine
5361,8.40,0.36,0.36,11.10,0.03,21.00,132.00,0.99,2.95,0.39,13.00,6,White Wine
5704,7.30,0.51,0.29,11.30,0.03,61.00,224.00,1.00,3.14,0.56,9.50,6,White Wine
